model,rmse,rmse_std,n_estimators,learning_rate,num_leaves,min_data_in_leaf,feature_fraction,bagging_fraction,bagging_freq,lambda_l1,lambda_l2,rank_test_score,timestamp,depth,l2_leaf_reg,bagging_temperature,random_strength,iterations
LightGBM,1248.918932250272,30.68499151820241,1899.0,0.04182561012789738,86.0,44.0,0.9587153639624048,0.7895846561051489,0.0,0.7784882794160835,0.7223224746491522,60.0,2025-08-17T14:36:01,,,,,
LightGBM,1250.233247481662,29.60017284395596,2051.0,0.04621285246602003,114.0,49.0,0.9533121035675474,0.7297380084021096,2.0,0.7168730399387946,0.38160416996623664,61.0,2025-08-17T14:36:01,,,,,
LightGBM,1253.094863359393,29.732396984566805,2295.0,0.08200355089118799,94.0,88.0,0.8446882984937409,0.7678400249711159,1.0,0.2847781429210093,0.9094153325572429,62.0,2025-08-17T14:36:01,,,,,
LightGBM,1262.1901111380664,30.58354412715538,2598.0,0.12749163148082232,82.0,115.0,0.878206434570451,0.6557325817623503,2.0,0.3283063384285038,0.9066613662516584,63.0,2025-08-17T14:36:01,,,,,
LightGBM,1265.8299958825446,31.927514694261816,2860.0,0.1264016464757657,82.0,157.0,0.8503439662856945,0.8012545034320351,0.0,0.43150195872005004,0.8207565232777693,64.0,2025-08-17T14:36:01,,,,,
LightGBM,1271.097189860513,33.34488200940244,2792.0,0.10660754253978479,44.0,122.0,0.6161734358153725,0.8842651558743149,1.0,0.020335301395276152,0.12946971239196534,65.0,2025-08-17T14:36:01,,,,,
LightGBM,1272.1624502870397,29.990624497768582,2721.0,0.0851173561649092,52.0,77.0,0.9441618473246701,0.7001005442063456,1.0,0.6580804485277266,0.4322287696935155,66.0,2025-08-17T14:36:01,,,,,
LightGBM,1272.7349187281457,31.845615666034536,1276.0,0.09409778115532598,88.0,41.0,0.6028265220878869,0.6092249700165663,2.0,0.4894823157779036,0.1673926327824502,67.0,2025-08-17T14:36:01,,,,,
LightGBM,1277.6862334539705,30.70085897132933,2059.0,0.1331424284669577,101.0,105.0,0.9521871356061031,0.8497416192535173,1.0,0.5067230052083388,1.0457527082252611,68.0,2025-08-17T14:36:01,,,,,
LightGBM,1279.5592328946286,33.16086013639255,1217.0,0.11160373076046931,115.0,58.0,0.7385217284357604,0.7858695251758445,0.0,0.3188037875178988,0.7390201176626597,69.0,2025-08-17T14:36:01,,,,,
LightGBM,1290.831378808322,33.73067374027689,2930.0,0.11797182478632608,46.0,116.0,0.6602870175861718,0.8032795106962874,0.0,0.6866870438509759,0.3911506862422617,70.0,2025-08-17T14:36:01,,,,,
LightGBM,1301.640421116054,36.1267293713363,1749.0,0.09078450170726526,81.0,27.0,0.8524554503989051,0.9179245214166594,1.0,0.5160826896244519,0.8027088715957196,71.0,2025-08-17T14:36:01,,,,,
LightGBM,1302.1630475184368,34.254302599272805,2445.0,0.13839674942014105,95.0,105.0,0.925119826903001,0.9788994309535435,0.0,0.4735109910570275,0.4202618960403762,72.0,2025-08-17T14:36:01,,,,,
LightGBM,1304.0121155665695,33.825987104588386,2464.0,0.08277174130041785,79.0,33.0,0.717797578735772,0.9983325500117483,1.0,0.4674514495384802,1.0813896125891866,73.0,2025-08-17T14:36:01,,,,,
LightGBM,1315.6801407310047,31.883406374033626,1137.0,0.1311905150193793,104.0,36.0,0.7032977553195834,0.7836543024953045,1.0,0.49664454753767306,0.41689608987049703,74.0,2025-08-17T14:36:01,,,,,
LightGBM,1315.9511530916882,27.50918939045608,2088.0,0.07764440982396256,79.0,30.0,0.8376522861408541,0.7523563426524086,1.0,0.6633313765652116,0.6828977629988972,75.0,2025-08-17T14:36:01,,,,,
LightGBM,1316.5892425910783,34.07037138345644,2698.0,0.11482106486374467,35.0,60.0,0.9659838702175123,0.9400154311159197,1.0,0.07632809319232906,0.44498190263791965,76.0,2025-08-17T14:36:01,,,,,
LightGBM,1318.355208939795,37.58001662790493,2841.0,0.12404867822961245,43.0,79.0,0.8045369595443751,0.8006065178748798,0.0,0.1554191628096338,0.08512910039991319,77.0,2025-08-17T14:36:01,,,,,
LightGBM,1322.2596626719205,36.54432344201201,2838.0,0.13030118622026715,40.0,75.0,0.9506645943703171,0.820635149017628,0.0,0.021093579597801605,0.4517560402536595,78.0,2025-08-17T14:36:01,,,,,
LightGBM,1326.9841841047896,33.67989815651751,1569.0,0.13160202017729983,76.0,43.0,0.6835674870461441,0.8684574067296202,2.0,0.11206721218921922,0.621995582836484,79.0,2025-08-17T14:36:01,,,,,
LightGBM,1328.9624116208965,32.02348702944008,2976.0,0.12983052100029274,104.0,35.0,0.9561055135563665,0.7822627011142852,0.0,0.22190494638490615,0.22574539166851357,80.0,2025-08-17T14:36:01,,,,,
